loan_id,client_id,issue_date,age,gender,monthly_income,employment_type,work_experience_years,region,channel,loan_product,loan_amount,loan_term_months,interest_rate,monthly_payment,credit_score,existing_loans_count,dti_ratio,days_past_due,is_default,quarter,age_grp,high_dti,low_score,z_credit_score,z_dti_ratio,z_monthly_income,z_loan_amount,z_interest_rate,z_age,PD_hat,risk_segment,LGD,EL_loan,income_loan
3126,43951,2023-09-28,35,M,65194.0,employed,14.1,South,branch,renovation,520000,36,18.5,18930.0,647.0,2,68.5,53,0,2023Q3,26-35,1,0,0.22124739908021265,0.8422418579591647,-0.4641382193806405,0.45639361261797484,0.3549874248463816,-0.1242654903499661,0.18281905034437407,MEDIUM,0.7,68340.3289846852,161480.0
3127,92179,2023-09-01,60,F,81491.0,employed,37.0,Ural,partner,renovation,400000,48,16.6,11459.0,754.0,0,32.3,8,0,2023Q3,56+,0,0,1.6449796451966685,-1.6833442255242603,0.05897419359926073,-0.0193664870219144,-0.5196391056692969,1.9260534675900636,0.005971165978610295,LOW,0.7,12486.62147698894,150032.0
3128,24648,2024-01-23,22,M,57336.0,freelance,3.8,Ural,online,car,620000,12,15.6,56136.0,647.0,3,74.5,98,1,2024Q1,18-25,1,0,0.22124739908021265,1.2608472861608373,-0.7163697553195288,0.8528603623178825,-0.9799688585722868,-1.1904313484787816,0.23869241370230226,MEDIUM,0.45,52381.7356778219,0.0
3129,51729,2023-08-02,19,F,91241.0,employed,0.0,Siberia,branch,renovation,680000,24,19.6,34476.0,565.0,0,67.6,27,0,2023Q3,18-25,1,1,-0.8698371259809965,0.7794510437289134,0.3719364582218316,1.0907404121378272,0.8613501530396702,-1.4364696234315852,0.37843874654576465,HIGH,0.7,248711.67369901546,147424.0
3130,42971,2023-06-15,44,F,72999.0,employed,25.6,South,online,consumer,200000,36,18.9,7321.0,650.0,1,35.6,0,0,2023Q2,36-45,0,0,0.26116512560684224,-1.4531112400133401,-0.2136079142135466,-0.8122999864217298,0.5391193260075766,0.6138493345084446,0.02688324864784736,LOW,0.7,6243.31073849447,63556.0
3131,19658,2023-02-28,35,M,83356.0,employed,16.1,Siberia,online,consumer,240000,36,19.1,8810.0,617.0,0,38.6,19,0,2023Q1,26-35,0,0,-0.17792986618608336,-1.2438085259125038,0.11883825755014223,-0.6537132865417667,0.6311852765881757,-0.1242654903499661,0.04751461926021524,LOW,0.7,7491.972886193364,77160.0
3132,22253,2024-08-24,41,M,91701.0,self_employed,18.6,Moscow,branch,consumer,370000,12,19.1,34116.0,647.0,0,42.8,23,0,2024Q3,36-45,0,0,0.22124739908021265,-0.9507847261713332,0.3867018573732554,-0.1383065119318867,0.6311852765881757,0.36781105955564103,0.04670728602440448,LOW,0.7,11550.124866214768,39392.0
3133,65166,2024-05-18,24,M,63369.0,self_employed,4.8,Ural,online,consumer,190000,24,19.1,9587.0,623.0,0,44.3,25,0,2024Q2,18-25,0,0,-0.09809441313282417,-0.8461333691209151,-0.5227183355792242,-0.8519466613917206,0.6311852765881757,-1.0264058318435791,0.0653180119308044,LOW,0.7,5931.145201569746,40088.0
3134,49563,2024-12-06,32,F,60366.0,employed,10.5,Siberia,branch,education,140000,12,14.3,12590.0,676.0,3,35.2,21,0,2024Q4,26-35,0,0,0.6071187555042988,-1.481018268560118,-0.619110713082976,-1.0501800362416744,-1.578397537346172,-0.3703037653027697,0.01863505082964872,LOW,0.7,4370.317516946129,11080.0
3135,27390,2023-05-03,55,F,73973.0,self_employed,32.5,Ural,partner,renovation,440000,24,17.7,21903.0,636.0,1,52.2,0,0,2023Q2,46-55,0,0,0.07488240181590411,-0.2949695553220457,-0.18234378644509697,0.13922021285804867,-0.013276377476009934,1.5159896760020577,0.08589655468150932,LOW,0.7,13735.283624687834,85672.0
3136,89664,2024-10-09,22,M,57994.0,freelance,0.0,South,online,consumer,180000,36,20.0,6689.0,537.0,1,52.6,27,0,2024Q4,18-25,0,1,-1.2424025735628728,-0.26706252677526765,-0.6952488147942313,-0.8915933363617113,1.0454820542008652,-1.1904313484787816,0.26231469481301306,MEDIUM,0.7,23656.26772546795,60804.0
3137,52578,2024-02-17,34,F,23023.0,unemployed,0.2,South,partner,consumer,80000,36,21.7,3043.0,567.0,2,59.8,222,1,2024Q1,26-35,0,1,-0.8432253082965767,0.2352639870667392,-1.817772235934326,-1.2880600860616191,1.8280426341359464,-0.2062782486675673,0.4330904135484834,HIGH,0.7,29260.196905766526,0.0
3138,80025,2023-05-19,34,M,73381.0,self_employed,13.3,Ural,online,education,210000,36,17.2,7508.0,588.0,3,51.3,18,0,2023Q2,26-35,0,0,-0.5638012226101695,-0.357760369552297,-0.2013462131791033,-0.772653311451739,-0.24344125392750446,-0.2062782486675673,0.16203837213278138,MEDIUM,0.7,27598.97901304594,60288.0
3139,33658,2023-08-17,19,F,87199.0,freelance,0.0,SPb,online,renovation,470000,36,20.1,17491.0,512.0,3,82.5,154,1,2023Q3,18-25,1,1,-1.5750502946181195,1.8189878570964009,0.2421935378521463,0.258160237768021,1.0915150294911649,-1.4364696234315852,0.7667636489468411,HIGH,0.7,171903.65682137833,0.0
3140,7852,2023-10-01,35,F,48639.0,freelance,16.5,Moscow,partner,consumer,150000,36,19.5,5536.0,685.0,2,51.1,20,0,2023Q4,26-35,0,0,0.7268719350841876,-0.37171388382568576,-0.995532095362862,-1.0105333612716836,0.8153171777493707,-0.1242654903499661,0.052445087429459025,LOW,0.7,4682.483053870853,49296.0
3141,95986,2024-03-14,62,M,79587.0,employed,41.9,Ural,online,consumer,310000,12,17.9,28406.0,748.0,2,40.4,9,0,2024Q1,56+,0,0,1.5651441921434093,-1.1182268974520022,-0.0021417194101110482,-0.37618656175183135,0.07878957310458755,2.090078984225266,0.010891614100301173,LOW,0.7,9677.131644666428,30872.0
3142,3551,2024-07-15,21,M,89124.0,employed,2.7,Moscow,online,consumer,280000,12,19.6,25884.0,609.0,2,53.2,14,0,2024Q3,18-25,0,0,-0.2843771369237623,-0.22520198395510027,0.3039835234314744,-0.49512658666180365,0.8613501530396702,-1.2724441067963828,0.12325324375204838,MEDIUM,0.7,36798.638684061254,30608.0
3143,72947,2023-04-28,26,M,55270.0,employed,0.8,Ural,online,car,630000,48,16.6,18049.0,543.0,3,83.2,277,1,2023Q2,26-35,1,1,-1.1625671205096135,1.867825157053263,-0.7826856567257064,0.8925070372878733,-0.5196391056692969,-0.8623803152083768,0.6343576921189797,HIGH,0.45,148129.74683544305,0.0
3144,62001,2024-12-14,66,M,117320.0,employed,45.0,Siberia,online,renovation,650000,36,17.4,23304.0,666.0,1,58.0,0,0,2024Q4,56+,0,0,0.4740596670822001,0.10968235860623764,1.2090382940261417,0.9718003872278549,-0.15137530334690696,2.418130017495671,0.0815223798173117,LOW,0.7,20290.759900107027,188944.0
3145,50159,2024-04-27,43,F,75385.0,employed,18.8,SPb,partner,consumer,300000,24,18.4,15035.0,674.0,0,50.6,21,0,2024Q2,36-45,0,0,0.580506937819879,-0.4065976695091585,-0.1370204307889872,-0.4158332367218221,0.3089544495560821,0.5318365761908435,0.04826068540066998,LOW,0.7,9364.966107741706,60840.0
3146,52707,2024-01-30,26,M,99166.0,employed,4.3,Moscow,online,consumer,360000,12,18.7,33125.0,661.0,0,43.6,0,0,2024Q1,26-35,0,0,0.4075301228711508,-0.8949706690777766,0.6263186066458186,-0.17795318690187747,0.4470533754269791,-0.8623803152083768,0.03826630863736221,LOW,0.7,11237.959329290046,37500.0
3147,34243,2024-12-03,27,F,106561.0,employed,3.2,South,partner,consumer,340000,60,20.0,9008.0,574.0,2,51.2,0,0,2024Q4,26-35,0,1,-0.7500839464011076,-0.36473712668899116,0.8636884473518608,-0.257246536841859,1.0454820542008652,-0.7803675568907756,0.16300878559486096,MEDIUM,0.7,44684.06125921724,200480.0
3148,22800,2024-04-04,27,M,69909.0,employed,2.5,Ural,partner,car,530000,36,14.9,18347.0,644.0,0,55.2,0,0,2024Q2,26-35,0,0,0.18132967255358304,-0.08566684122120939,-0.31279287807854594,0.4960402875879656,-1.3021996856043787,-0.7803675568907756,0.07753358786506703,LOW,0.45,10635.925793792367,130492.0
3149,76939,2024-11-23,32,F,98900.0,employed,13.8,SPb,online,education,200000,36,14.9,6923.0,629.0,0,35.7,18,0,2024Q4,26-35,0,0,-0.018258960079564967,-1.4461344828766454,0.6177803540930388,-0.8122999864217298,-1.3021996856043787,-0.3703037653027697,0.03503037426030088,LOW,0.7,6243.31073849447,49228.0
3150,58828,2023-03-19,30,F,70000.0,self_employed,8.1,Ural,partner,renovation,430000,24,19.3,21738.0,564.0,4,67.5,0,0,2023Q1,26-35,1,1,-0.8831430348232063,0.7724742865922193,-0.3098718969420686,0.09957353788805791,0.7232512271687732,-0.534329281937972,0.38708452556932565,HIGH,0.7,157273.55836849508,91712.0
3151,8239,2024-02-16,24,F,53879.0,freelance,5.2,Ural,online,car,450000,48,16.4,12846.0,580.0,1,60.2,90,1,2024Q1,18-25,0,0,-0.6702484933478484,0.2631710156135178,-0.8273349398118599,0.17886688782803944,-0.611705056249896,-1.0264058318435791,0.23138958601216666,MEDIUM,0.45,38019.00170164493,0.0
3152,7710,2023-03-16,57,M,113325.0,employed,25.4,Moscow,partner,renovation,500000,36,16.3,17653.0,759.0,3,59.8,16,0,2023Q1,56+,0,0,1.7115091894077177,0.2352639870667392,1.0808040122654063,0.3771002626779933,-0.657738031540194,1.6800151926372602,0.029813000091631972,LOW,0.7,15608.276846236175,135508.0
3153,22384,2023-10-22,43,M,77258.0,employed,20.5,Ural,branch,consumer,310000,36,19.9,11505.0,559.0,2,43.6,29,0,2023Q4,36-45,0,1,-0.9496725790342557,-0.8949706690777766,-0.07689957728764617,-0.37618656175183135,0.9994490789105657,0.5318365761908435,0.1239924592399055,MEDIUM,0.7,40741.34997163925,104180.0
3154,22038,2023-01-21,39,F,126424.0,employed,21.0,Moscow,branch,consumer,430000,48,17.7,12564.0,712.0,1,43.1,2,0,2023Q1,36-45,0,0,1.086131473823854,-0.9298544547612493,1.5012648024491044,0.09957353788805791,-0.013276377476009934,0.20378554292043866,0.0196191975424453,LOW,0.7,13423.11808776311,173072.0
3155,41846,2023-06-20,37,M,71605.0,employed,11.1,Siberia,online,consumer,230000,6,20.1,40612.0,578.0,0,42.7,15,0,2023Q2,36-45,0,1,-0.6968603110322682,-0.9577614833080274,-0.25835349338112235,-0.6933599615117575,1.0915150294911649,0.03976002628523627,0.0980263076230825,LOW,0.7,7179.807349268641,13672.0
3156,88983,2023-01-15,19,M,56078.0,employed,0.0,South,branch,consumer,150000,12,20.1,13902.0,557.0,3,46.6,173,1,2023Q1,18-25,0,1,-0.9762843967186754,-0.6856679549769402,-0.7567499121292923,-1.0105333612716836,1.0915150294911649,-1.4364696234315852,0.14884855171655986,MEDIUM,0.7,19713.556437889958,0.0
3157,68821,2023-07-30,42,M,70119.0,freelance,22.4,Moscow,online,education,190000,24,18.2,9504.0,564.0,3,79.6,196,1,2023Q3,36-45,1,1,-0.8831430348232063,1.6166619001322586,-0.3060521523789829,-0.8519466613917206,0.2168884989754846,0.4498238178732422,0.6234644563682862,HIGH,0.7,69492.9676511955,0.0
3158,38991,2024-07-13,51,F,69700.0,employed,30.2,South,branch,education,170000,24,14.5,8202.0,608.0,0,32.6,10,0,2024Q3,46-55,0,0,-0.2976830457659722,-1.6624139541141763,-0.3195015050843016,-0.9312400113317021,-1.4863315867655746,1.187938642731653,0.035182730984524145,LOW,0.7,5306.814127720299,26848.0
3159,80057,2023-03-27,52,F,78250.0,freelance,26.6,South,partner,consumer,220000,48,20.3,6730.0,589.0,2,46.5,183,1,2023Q1,46-55,0,0,-0.5504953137679597,-0.6926447121136349,-0.045057673030662555,-0.7330066364817482,1.1835809800717623,1.269951401049254,0.12135623541421867,MEDIUM,0.7,28913.216108905275,0.0
3160,7971,2023-05-29,43,F,71061.0,self_employed,17.1,SPb,online,car,410000,60,15.0,9754.0,697.0,2,64.4,14,0,2023Q2,36-45,0,0,0.886542841190706,0.5561948153546888,-0.27581518281237144,0.020280187948076372,-1.2561667103140801,0.5318365761908435,0.07942734233923705,LOW,0.45,8227.791651801641,175240.0
3161,30139,2024-11-30,32,M,113509.0,employed,11.5,Moscow,branch,consumer,350000,6,20.1,61800.0,527.0,4,59.5,24,0,2024Q4,26-35,0,1,-1.3754616619849713,0.2143337156566558,1.086710171925976,-0.21759986187186825,1.0915150294911649,-0.3703037653027697,0.3623317483380203,HIGH,0.7,128013.36146272854,20800.0
3162,86445,2024-01-07,66,M,94712.0,employed,45.0,Ural,online,car,950000,60,14.2,22203.0,750.0,2,84.7,1,0,2024Q1,56+,1,0,1.591756009827829,1.972476514103681,0.48335102442746675,2.1612006363275778,-1.6244305126364715,2.418130017495671,0.12651819033032044,MEDIUM,0.45,80262.33692569484,382180.0
3163,78067,2024-04-24,38,F,114670.0,employed,19.0,SPb,partner,consumer,410000,36,18.8,14988.0,709.0,1,66.6,10,0,2024Q2,36-45,1,0,1.0462137472972244,0.7096834723619679,1.1239767554364175,0.020280187948076372,0.4930863507172787,0.12177278460283747,0.08723294289726856,LOW,0.7,12798.787013913663,129568.0
3164,81257,2023-05-31,22,M,67857.0,employed,2.6,Moscow,partner,consumer,240000,12,19.8,22209.0,615.0,2,44.5,0,0,2023Q2,18-25,0,0,-0.20454168387050312,-0.8321798548475258,-0.3786593977714193,-0.6537132865417667,0.9534161036202677,-1.1904313484787816,0.07142892298538227,LOW,0.7,7491.972886193364,26508.0
3165,85742,2023-05-21,54,M,152452.0,employed,35.4,Moscow,online,renovation,950000,12,16.8,86554.0,728.0,1,80.9,177,1,2023Q2,46-55,1,0,1.299026015299212,1.7073597429092886,2.3367296048692348,2.1612006363275778,-0.4275731550886994,1.4339769176844566,0.14699861992577878,MEDIUM,0.7,124852.5241066364,0.0
3166,38711,2023-03-10,23,F,25960.0,unemployed,0.4,Moscow,branch,education,80000,12,17.8,7327.0,568.0,1,55.3,34,0,2023Q1,18-25,0,1,-0.8299193994543669,-0.07869008408451525,-1.7234983722218655,-1.2880600860616191,0.03275659781428963,-1.1084185901611805,0.3678452700846805,HIGH,0.7,29260.196905766526,7924.0
3167,7530,2023-09-17,33,M,68517.0,freelance,12.7,Moscow,partner,consumer,250000,36,20.3,9329.0,625.0,2,52.7,0,0,2023Q3,26-35,0,0,-0.07148259544840443,-0.260085769638573,-0.35747425985850684,-0.614066611571776,1.1835809800717623,-0.28829100698516846,0.11689068987805627,MEDIUM,0.7,32855.92739648326,85844.0
3168,12116,2024-06-04,22,M,18000.0,unemployed,0.2,Siberia,partner,consumer,60000,60,22.7,1681.0,435.0,4,70.4,167,1,2024Q2,18-25,1,1,-2.5996052754682792,0.9748002435563614,-1.979003974929113,-1.3673534360016006,2.2883723870389354,-1.1904313484787816,0.8804422099283981,HIGH,0.7,21945.147679324895,0.0
3169,66794,2024-09-24,57,M,90722.0,employed,38.7,Siberia,branch,consumer,300000,24,18.8,15093.0,642.0,3,58.5,10,0,2024Q3,56+,0,0,0.1547178548691633,0.14456614428971035,0.35527723613576856,-0.4158332367218221,0.4930863507172787,1.6800151926372602,0.11090366637971723,MEDIUM,0.7,39427.112875779916,62232.0
3170,1282,2024-01-06,36,M,93448.0,employed,16.5,SPb,branch,renovation,660000,48,19.1,19769.0,565.0,2,74.7,32,0,2024Q1,36-45,1,1,-0.8698371259809965,1.2748008004342266,0.4427782754548586,1.0114470621978455,0.6311852765881757,-0.04225273203236492,0.47586110816389826,HIGH,0.7,241396.62447257384,288912.0
3171,80473,2024-02-23,47,M,94778.0,employed,28.2,Ural,online,consumer,240000,36,20.2,8944.0,592.0,0,51.7,0,0,2024Q1,46-55,0,0,-0.5105775872413301,-0.32985334100551844,0.48546953821875805,-0.6537132865417667,1.1375480047814628,0.8598876094612482,0.141136840299673,MEDIUM,0.7,31541.690300623934,81984.0
3172,2898,2023-04-11,43,F,76222.0,employed,22.7,South,online,car,640000,36,12.8,21503.0,816.0,0,40.7,0,0,2023Q2,36-45,0,0,2.4699459934136803,-1.0972966260419181,-0.11015382407215729,0.9321537122578641,-2.2688921667006556,0.5318365761908435,0.003933478572830558,LOW,0.45,12843.382090617197,134108.0
3173,5135,2024-10-22,28,M,48485.0,employed,8.1,South,online,renovation,180000,48,16.5,5147.0,624.0,2,44.8,17,0,2024Q4,26-35,0,0,-0.08478850429061431,-0.8112495834374424,-1.0004752942092083,-0.8915933363617113,-0.5656720809595964,-0.6983547985731744,0.0542464141877796,LOW,0.7,5618.979664645023,67056.0
3174,7629,2024-10-19,38,M,86343.0,self_employed,18.2,Siberia,branch,consumer,370000,12,18.3,33974.0,683.0,0,41.0,16,0,2024Q4,36-45,0,0,0.7002601173997679,-1.0763663546318347,0.21471705595297497,-0.1383065119318867,0.26292147426578416,0.12177278460283747,0.026279760331777695,LOW,0.7,11550.124866214768,37688.0
3175,86120,2023-08-31,39,F,88803.0,employed,19.9,SPb,branch,consumer,360000,36,19.3,13251.0,654.0,2,53.1,5,0,2023Q3,36-45,0,0,0.3143887609756817,-0.2321787410917949,0.29367984271928516,-0.17795318690187747,0.7232512271687732,0.20378554292043866,0.07475814320031918,LOW,0.7,11237.959329290046,117036.0
3176,90087,2024-05-26,33,F,54384.0,unemployed,0.4,SPb,online,education,140000,24,18.2,7003.0,524.0,1,57.9,132,1,2024Q2,26-35,0,1,-1.415379388511601,0.10270560146954298,-0.811125099439101,-1.0501800362416744,0.2168884989754846,-0.28829100698516846,0.5447130131345785,HIGH,0.7,51205.34458509142,0.0
3177,66031,2024-07-08,45,M,20483.0,unemployed,0.7,South,branch,renovation,180000,48,19.9,5468.0,495.0,0,61.0,143,1,2024Q3,36-45,0,1,-1.8012507449356872,0.31898507270707394,-1.8993029182052317,-0.8915933363617113,0.9994490789105657,0.6958620928260458,0.6373498389665887,HIGH,0.7,65835.44303797469,0.0
3178,34380,2023-04-05,34,F,57742.0,employed,15.3,South,branch,car,580000,36,13.5,19682.0,737.0,0,47.4,0,0,2023Q2,26-35,0,0,1.4187791948791006,-0.6298538978833841,-0.7033376856337069,0.6942736624379194,-1.9466613396685637,-0.2062782486675673,0.015407420754829863,LOW,0.45,11639.315019621836,128552.0
3179,18071,2023-08-14,67,F,60339.0,freelance,45.0,Siberia,online,consumer,180000,12,18.8,16571.0,730.0,0,29.1,0,0,2023Q3,56+,0,0,1.3256378329836316,-1.9066004538984853,-0.619977377815777,-0.8915933363617113,0.4930863507172787,2.500142775813272,0.007982324034069468,LOW,0.7,5618.979664645023,18852.0
3180,21074,2024-06-01,48,M,84722.0,employed,27.3,Siberia,branch,education,310000,36,14.9,10731.0,664.0,2,47.0,15,0,2024Q2,46-55,0,0,0.4474478493977804,-0.6577609264301622,0.1626850732911096,-0.37618656175183135,-1.3021996856043787,0.9419003677788493,0.04586862642808416,LOW,0.7,9677.131644666428,76316.0
3181,91724,2023-08-02,40,M,103594.0,employed,21.9,Ural,online,consumer,440000,36,16.9,15665.0,806.0,1,36.3,37,0,2023Q3,36-45,0,0,2.3368869049915815,-1.4042739400564785,0.768451622825177,0.13922021285804867,-0.3815401797984015,0.28579830123803984,0.004064423263007456,LOW,0.7,13735.283624687834,123940.0
3182,68843,2024-12-18,60,M,76297.0,freelance,41.3,SPb,online,consumer,230000,36,19.2,8454.0,644.0,0,41.1,16,0,2024Q4,56+,0,0,0.18132967255358304,-1.0693895974951402,-0.10774642203659905,-0.6933599615117575,0.6772182518784736,1.9260534675900636,0.0456203527363726,LOW,0.7,7179.807349268641,74344.0
3183,40901,2023-03-08,43,F,211371.0,employed,24.2,Moscow,branch,car,1500000,48,15.0,41746.0,679.0,0,84.5,162,1,2023Q1,36-45,1,0,0.6470364820309285,1.9585229998302918,4.227952545309979,4.3417677596770705,-1.2561667103140801,0.5318365761908435,0.2717173097111515,MEDIUM,0.45,126730.00567214974,0.0
3184,12205,2024-01-31,25,M,56043.0,freelance,6.1,Moscow,online,education,190000,36,16.8,6755.0,591.0,2,61.0,15,0,2024Q1,18-25,0,0,-0.5238834960835399,0.31898507270707394,-0.7578733664125529,-0.8519466613917206,-0.4275731550886994,-0.944393073525978,0.2543639822075005,MEDIUM,0.7,24970.504821327282,53180.0
3185,56661,2024-09-03,28,M,78827.0,self_employed,9.2,Siberia,online,education,200000,36,16.7,7101.0,568.0,3,53.3,0,0,2024Q3,26-35,0,1,-0.8299193994543669,-0.21822522681840612,-0.02653672670376785,-0.8122999864217298,-0.47360613037899896,-0.6983547985731744,0.21027157168622426,MEDIUM,0.7,26284.74191718661,55636.0
3186,6906,2023-01-12,34,F,76609.0,freelance,15.0,Siberia,branch,car,690000,60,16.0,16779.0,637.0,2,66.9,0,0,2023Q1,26-35,1,0,0.08818831065811397,0.7306137437720525,-0.09773162956867679,1.1303870871078179,-0.795836957411091,-0.2062782486675673,0.18708918040174588,MEDIUM,0.45,58295.80260918888,316740.0
3187,3591,2023-08-25,57,M,69742.0,unemployed,0.2,SPb,online,education,150000,24,16.8,7402.0,645.0,1,44.2,10,0,2023Q3,56+,0,0,0.1946355813957929,-0.8531101262576092,-0.318153359944389,-1.0105333612716836,-0.4275731550886994,1.6800151926372602,0.10201058215473764,MEDIUM,0.7,19713.556437889958,27648.0
3188,63987,2024-02-03,29,F,82031.0,employed,4.5,Moscow,branch,car,620000,36,15.1,21523.0,687.0,1,58.2,8,0,2024Q1,26-35,0,0,0.7534837527686074,0.12363587287962692,0.07630748825528004,0.8528603623178825,-1.2101337350237813,-0.6163420402555733,0.05902507406403099,LOW,0.45,12442.02640028541,154828.0
3189,64370,2024-02-11,20,F,36039.0,employed,0.8,South,branch,consumer,90000,36,19.4,3317.0,622.0,1,46.9,3,0,2024Q1,18-25,0,0,-0.11140032197503404,-0.6647376835668568,-1.3999756373366459,-1.2484134110916283,0.7692842024590711,-1.3544568651139839,0.0725045787981809,LOW,0.7,2809.4898323225116,29412.0
3190,81685,2024-04-24,23,M,77008.0,employed,3.7,SPb,branch,consumer,230000,24,18.6,11549.0,610.0,3,48.8,38,0,2024Q2,18-25,0,0,-0.27107122808155243,-0.5321792979696606,-0.08492425073950696,-0.6933599615117575,0.4010204001366812,-1.1084185901611805,0.0885915895553199,LOW,0.7,7179.807349268641,47176.0
3191,55400,2024-10-08,29,F,56212.0,employed,10.1,South,online,consumer,140000,12,20.2,12982.0,510.0,0,43.0,129,1,2024Q4,26-35,0,1,-1.6016621123025392,-0.9368312118979439,-0.752448687159095,-1.0501800362416744,1.1375480047814628,-0.6163420402555733,0.19614625719564258,MEDIUM,0.7,18399.319342030627,0.0
3192,26150,2023-08-10,20,M,53031.0,employed,0.0,Ural,online,renovation,290000,36,17.3,10383.0,679.0,1,37.0,0,0,2023Q3,18-25,0,0,0.6470364820309285,-1.3554366400996165,-0.8545546321605717,-0.45547991169181284,-0.1974082786372049,-1.3544568651139839,0.019576257084658346,LOW,0.7,9052.800570816982,83788.0
3193,32852,2023-06-05,41,M,79991.0,freelance,20.7,Moscow,branch,consumer,270000,36,21.0,10172.0,665.0,1,78.6,1,0,2023Q2,36-45,1,0,0.46075375823999026,1.5468943287653132,0.01082615288809599,-0.5347732616317944,1.5058118071038542,0.36781105955564103,0.30384185634880334,HIGH,0.7,98753.16455696203,96192.0
3194,43870,2024-10-15,22,M,49686.0,employed,1.2,SPb,partner,consumer,160000,36,17.6,5752.0,661.0,2,42.5,0,0,2024Q4,18-25,0,0,0.4075301228711508,-0.9717149975814167,-0.961924762946469,-0.9708866863016928,-0.05930935276630786,-1.1904313484787816,0.03204520043338649,LOW,0.7,4994.648590795576,47072.0
3195,53756,2024-03-03,63,F,30997.0,unemployed,1.2,Ural,branch,car,430000,48,19.0,12857.0,455.0,2,84.2,136,1,2024Q1,56+,1,1,-2.333487098624082,1.9375927284202084,-1.5618172515137743,0.09957353788805791,0.5851523012978762,2.172091742542867,0.92288970044136,HIGH,0.45,101104.43037974685,0.0
3196,57481,2023-06-07,39,F,68540.0,self_employed,19.8,Ural,branch,consumer,210000,24,20.8,10770.0,605.0,1,65.4,3,0,2023Q2,36-45,1,0,-0.33760077229260177,0.6259623867216343,-0.35673598990093563,-0.772653311451739,1.4137458565232568,0.20378554292043866,0.2663130986678198,MEDIUM,0.7,27598.97901304594,48480.0
3197,2283,2024-02-20,46,M,89491.0,employed,17.6,Moscow,branch,car,810000,36,14.9,28039.0,623.0,5,84.2,5,0,2024Q1,46-55,1,0,-0.09809441313282417,1.9375927284202084,0.31576374405880603,1.6061471867477073,-1.3021996856043787,0.777874851143647,0.3935253474659395,HIGH,0.45,190452.53164556963,199404.0
3198,34691,2023-11-22,46,M,71132.0,employed,27.5,Moscow,branch,consumer,260000,48,20.7,8009.0,584.0,1,54.7,2,0,2023Q4,46-55,0,0,-0.617024857979009,-0.12055062690468211,-0.27353617555204296,-0.5744199366017851,1.3677128812329573,0.777874851143647,0.18207847082279208,MEDIUM,0.7,34170.1644923426,124432.0
3199,2125,2024-01-06,45,M,110232.0,employed,25.2,Moscow,partner,car,1060000,36,15.1,36797.0,670.0,0,83.9,31,0,2024Q1,36-45,1,0,0.5272833024510396,1.9166624570101247,0.9815227523189847,2.5973140609974763,-1.2101337350237813,0.6958620928260458,0.2748728963547572,MEDIUM,0.45,89555.87067498582,264692.0
3200,68065,2023-12-10,21,F,77243.0,employed,2.5,Siberia,online,education,300000,36,16.0,10547.0,656.0,2,55.8,25,0,2023Q4,18-25,0,0,0.34100057866010147,-0.043806298401042526,-0.07738105769475782,-0.4158332367218221,-0.795836957411091,-1.2724441067963828,0.0897249335314574,LOW,0.7,9364.966107741706,79692.0
3201,27170,2023-09-19,57,F,113623.0,employed,34.3,Moscow,partner,renovation,660000,36,17.2,23597.0,684.0,0,63.7,10,0,2023Q3,56+,0,0,0.7135660262419777,0.5073575153978268,1.0903694230200245,1.0114470621978455,-0.24344125392750446,1.6800151926372602,0.09129481816562555,LOW,0.7,20602.92543703175,189492.0
3202,9438,2023-10-10,49,F,130723.0,employed,30.7,Siberia,online,consumer,430000,12,18.5,39525.0,706.0,5,70.6,8,0,2023Q4,46-55,1,0,1.0062960207705949,0.9887537578297497,1.6392570871273024,0.09957353788805791,0.3549874248463816,1.0239131260964505,0.11099932746393588,MEDIUM,0.7,56512.19512195122,44300.0
3203,21095,2023-08-17,34,F,76465.0,self_employed,13.6,South,online,car,580000,24,17.4,28788.0,594.0,3,71.2,45,0,2023Q3,26-35,1,0,-0.48396576955691034,1.0306143006499175,-0.10235384147694859,0.6942736624379194,-0.15137530334690696,-0.2062782486675673,0.3453731042587068,HIGH,0.45,136373.41772151898,110912.0
3204,17154,2023-10-07,26,F,86027.0,employed,7.7,SPb,partner,consumer,270000,48,20.2,8245.0,596.0,2,61.0,20,0,2023Q4,26-35,0,0,-0.4573539518724906,0.31898507270707394,0.20457386870982291,-0.5347732616317944,1.1375480047814628,-0.8623803152083768,0.21682311791206038,MEDIUM,0.7,35484.40158820192,125760.0
3205,9004,2023-10-17,47,M,65670.0,freelance,27.2,Moscow,branch,consumer,250000,36,20.7,9380.0,592.0,2,56.3,21,0,2023Q4,46-55,0,0,-0.5105775872413301,-0.00892251271756981,-0.4488592411282975,-0.614066611571776,1.3677128812329573,0.8598876094612482,0.20000293201615157,MEDIUM,0.7,32855.92739648326,87680.0
3206,10752,2024-11-10,67,M,111509.0,freelance,45.0,Moscow,branch,car,800000,60,13.2,18284.0,735.0,2,71.5,14,0,2024Q4,56+,1,0,1.392167377194681,1.051544572060001,1.0225127843110895,1.5665005117777164,-2.084760265539461,2.500142775813272,0.0740209133354772,LOW,0.45,16054.227613271496,297040.0
